name,biotina | mcg,folati totali | mcg,iodio | mcg,selenio | mcg,vitamina b12 | mcg,vitamina d | mcg,vitamina k | mcg,acidi grassi monoinsaturi totali | g,acidi grassi polinsaturi totali | g,acidi grassi saturi totali | g,acido arachidonico | g,acido aspartico | mg,acido beenico | g,acido decosaesaenoico (dha) | g,acido eicosapentaenoico (epa) | g,acido erucico | g,acido glutammico | mg,acido laurico | g,acido linoleico | g,acido linolenico | g,acido miristico | g,acido miristoleico | g,acido oleico | g,acido palmitico | g,acido palmitoleico | g,acido pantotenico | mg,acido stearico | g,acqua | g,alcol | g,altri acidi grassi polinsaturi | g,arginina | mg,calcio | mg,cistina | mg,cloro | mg,colesterolo | mg,fenilalanina | mg,fibra alimentare totale | g,fosforo | mg,fruttosio | g,galattosio | g,glicina | mg,glucosio | g,lattosio (mse) | g,lipidi totali | g,magnesio | mg,maltosio (mse) | g,manganese | mg,niacina | mg,parte edibile | %,prolina | mg,proteine totali | g,saccarosio (mse) | g,serina | mg,sodio | mg,tirosina | mg,treonina | mg,vitamina b6 | mg,vitamina c | mg,zinco | mg,zolfo | mg,acido eicosenoico | g,acido arachico | g,amido (mse) | g,carboidrati solubili (mse) | g,lipidi animali | g,lipidi vegetali | g,proteine animali | g,proteine vegetali | g,ferro | mg,potassio | mg,isoleucina | mg,leucina | mg,metionina | mg,valina | mg,istidina | mg,triptofano | mg,rame | mg,lisina | mg,alanina | mg,tiamina (vit. b1) | mg,riboflavina (vit. b2) | mg,"vitamina e, aggiunta | mg",ß-carotene equivalente | mcg,"somma degli acidi butirrico, caproico, caprilico e caprico | g","calorie, ricalcolata con fibra | kcal","calorie, ricalcolata | kcal",retinolo equivalente | mcg,Carboidrati disponibili | g
caramelle alla frutta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.8,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,59.3,0.0,0.0,0.0,2.8,0.4,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,327.0,0.0,84.2
yogurt di latte intero alla frutta zuccherato,2.0,10.0,48.0,1.0,0.1,0.04,0.0,0.37,0.02,0.71,0.0,192.0,0.0,0.0,0.0,0.0,472.0,0.04,0.01,0.01,0.13,0.01,0.31,0.3,0.04,0.3,0.13,81.0,0.0,0.0,81.0,111.0,22.0,150.0,7.0,125.0,0.2,87.0,1.4,1.1,52.0,1.8,3.2,3.3,16.0,0.0,0.0,0.1,100.0,221.0,2.8,5.1,133.0,48.0,140.0,103.0,0.07,1.0,0.5,23.0,0.0,0.0,0.0,12.6,3.3,0.0,2.8,0.0,0.1,150.0,118.0,221.0,66.0,155.0,66.0,29.0,0.0,192.0,81.0,0.03,0.16,0.05,15.0,0.11,89.0,88.0,30.0,12.6
purea di mela,0.9,0.0,0.0,0.0,0.0,0.0,0.6,0.01,0.06,0.03,0.0,82.0,0.0,0.0,0.0,0.0,29.0,0.0,0.05,0.01,0.0,0.0,0.01,0.03,0.0,0.0,0.0,83.6,0.0,0.0,7.0,4.0,1.0,2.0,0.0,8.0,1.3,8.0,9.8,0.0,10.0,3.2,0.0,0.2,3.0,0.0,0.0,0.1,100.0,7.0,0.3,1.4,12.0,4.0,1.0,7.0,0.05,11.0,0.0,3.0,0.0,0.0,0.0,14.4,0.0,0.2,0.0,0.3,0.1,150.0,7.0,16.0,1.0,13.0,6.0,1.0,0.02,14.0,13.0,0.01,0.01,0.25,15.0,0.0,60.0,57.0,0.0,14.4
"pollo, ala, senza pelle",2.0,11.0,8.0,12.0,0.0,0.6,0.0,3.72,2.79,4.24,0.45,2006.0,0.0,0.1,0.03,0.0,2956.0,0.0,1.83,0.14,0.14,0.17,2.86,2.38,0.62,1.1,1.65,67.0,0.0,0.24,1403.0,6.0,258.0,75.0,89.0,861.0,0.0,180.0,0.0,0.0,942.0,0.0,0.0,12.4,24.0,0.0,0.01,8.3,66.0,767.0,20.3,0.0,926.0,60.0,711.0,997.0,0.38,0.0,0.8,140.0,0.0,0.0,0.0,0.0,12.4,0.0,20.3,0.0,0.6,320.0,1025.0,1717.0,652.0,1084.0,721.0,225.0,0.06,1874.0,1202.0,0.12,0.22,0.14,0.0,0.0,193.0,193.0,0.0,0.0
merluzzo surgelato,1.0,6.0,110.0,16.5,1.0,0.0,0.0,0.14,0.21,0.11,0.01,1893.0,0.0,0.15,0.03,0.02,2800.0,0.0,0.0,0.0,0.01,0.0,0.06,0.08,0.01,0.27,0.02,80.8,0.0,0.02,1167.0,30.0,208.0,120.0,50.0,896.0,0.0,188.0,0.0,0.0,827.0,0.0,0.0,0.6,20.0,0.0,0.01,1.2,75.0,694.0,17.3,0.0,883.0,77.0,694.0,916.0,0.18,0.0,2.0,200.0,0.02,0.0,0.0,0.0,0.6,0.0,17.3,0.0,0.6,320.0,830.0,1510.0,598.0,926.0,521.0,198.0,0.3,1806.0,1181.0,0.03,0.12,0.44,0.0,0.0,75.0,75.0,0.0,0.0
"patate, polvere istantanea",0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.01,0.63,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.15,0.0,0.0,0.01,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,16.5,220.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,5.6,100.0,0.0,9.1,0.0,0.0,1190.0,0.0,0.0,0.84,12.0,1.1,0.0,0.0,0.0,71.0,2.2,0.0,0.8,0.0,9.1,2.4,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.25,0.0,0.0,351.0,318.0,0.0,73.2
"uovo di gallina, albume",7.0,13.0,3.0,3.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1060.0,0.0,0.0,0.0,0.0,1329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,87.7,0.0,0.0,603.0,7.0,312.0,170.0,0.0,626.0,0.0,15.0,0.0,0.0,371.0,0.0,0.0,0.0,12.0,0.0,0.0,0.1,100.0,417.0,10.7,0.0,702.0,179.0,448.0,500.0,0.02,0.0,0.3,180.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.1,135.0,572.0,862.0,422.0,732.0,235.0,171.0,0.04,725.0,659.0,0.02,0.27,0.0,0.0,0.0,43.0,43.0,0.0,0.0
tofu,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.06,2.7,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.32,0.0,0.0,1.04,0.0,0.0,0.0,0.0,84.6,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,1.2,97.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,1.2,100.0,0.0,8.1,0.0,0.0,7.0,0.0,0.0,0.05,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,8.1,5.4,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.01,54.0,0.0,81.0,78.0,0.0,0.7
sale da cucina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,39300.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"tacchina, petto, con pelle",1.0,9.0,6.0,7.0,1.0,0.3,0.0,1.6,1.76,1.96,0.36,2216.0,0.0,0.16,0.0,0.0,3218.0,0.0,0.98,0.05,0.16,0.05,1.29,1.09,0.16,0.66,0.67,70.2,0.0,0.21,1408.0,23.0,259.0,39.0,57.0,889.0,0.0,290.0,0.0,0.0,944.0,0.4,0.0,6.2,32.0,0.0,0.0,11.0,100.0,819.0,22.0,0.0,979.0,51.0,746.0,1102.0,0.81,0.0,1.1,160.0,0.0,0.0,0.0,0.4,6.2,0.0,22.0,0.0,2.5,320.0,1109.0,1835.0,640.0,1298.0,845.0,262.0,0.07,2066.0,1386.0,0.08,0.13,0.0,0.0,0.0,145.0,145.0,0.0,0.4
marmellata di arance,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.1,0.0,0.0,18.0,0.0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,69.5,0.0,0.0,0.0,0.1,0.6,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,262.0,261.0,0.0,69.5
yogurt di latte intero zuccherato,2.6,18.0,63.0,2.0,0.2,0.04,0.0,0.75,0.12,1.86,0.0,315.0,0.0,0.0,0.0,0.0,775.0,0.11,0.07,0.05,0.32,0.0,0.75,0.83,0.01,0.5,0.31,78.8,0.0,0.0,133.0,150.0,36.0,170.0,11.0,206.0,0.0,120.0,1.5,1.2,85.0,1.8,3.3,3.5,12.0,0.0,0.0,0.11,100.0,363.0,4.6,5.3,218.0,48.0,230.0,169.0,0.1,1.0,0.41,53.0,0.0,0.0,0.0,13.1,3.5,0.0,4.6,0.0,0.1,170.0,194.0,363.0,109.0,254.0,109.0,48.0,0.0,315.0,133.0,0.04,0.19,0.08,16.0,0.3,99.0,99.0,31.0,13.1
"pollo, intero, con pelle, arrosto (di rosticceria)",3.0,9.0,7.0,15.0,0.0,0.3,0.0,4.19,3.83,4.38,0.89,2739.0,0.0,0.23,0.07,0.0,4038.0,0.0,1.89,0.1,0.17,0.03,3.46,2.71,0.58,1.29,1.46,55.3,0.0,0.65,1947.0,10.0,334.0,80.0,119.0,1149.0,0.0,180.0,0.0,0.0,1559.0,0.0,0.0,14.7,31.0,0.0,0.02,4.3,74.0,1225.0,28.3,0.0,1245.0,75.0,954.0,1302.0,0.34,0.0,1.9,140.0,0.09,0.0,0.0,0.0,14.7,0.0,28.3,0.0,0.8,270.0,1398.0,2256.0,863.0,1520.0,931.0,317.0,0.15,2539.0,1721.0,0.05,0.39,0.21,0.0,0.0,246.0,246.0,0.0,0.0
"bovino, vitello, 4 mesi, carne semigrassa, senza grasso visibile",1.0,14.0,10.0,7.0,2.0,1.2,0.0,3.34,0.29,2.96,0.0,1983.0,0.0,0.0,0.0,0.0,3381.0,0.0,0.13,0.08,0.21,0.1,2.75,1.76,0.42,0.51,0.86,70.1,0.0,0.08,1263.0,9.0,213.0,79.0,62.0,818.0,0.0,170.0,0.0,0.0,1071.0,0.0,0.0,7.0,17.0,0.0,0.02,5.9,100.0,862.0,20.3,0.0,809.0,83.0,689.0,836.0,0.49,0.0,3.0,190.0,0.0,0.0,0.0,0.0,7.0,0.0,20.3,0.0,0.8,260.0,880.0,1708.0,588.0,956.0,787.0,221.0,0.0,1835.0,1260.0,0.06,0.14,0.17,0.0,0.0,144.0,144.0,0.0,0.0
"bovino, lessato in gelatina, in scatola",2.0,5.0,14.0,8.0,2.0,1.3,0.0,0.59,0.25,0.65,0.01,1175.0,0.0,0.02,0.04,0.01,1956.0,0.0,0.11,0.05,0.03,0.0,0.51,0.33,0.05,0.4,0.25,83.2,0.0,0.02,820.0,8.0,149.0,1560.0,29.0,562.0,0.0,100.0,0.0,0.0,643.0,0.0,0.0,1.8,8.0,0.0,0.02,4.7,100.0,573.0,12.6,0.0,550.0,656.0,466.0,563.0,0.18,0.0,3.0,200.0,0.01,0.0,0.0,0.0,1.8,0.0,12.6,0.0,1.2,74.0,589.0,1031.0,358.0,680.0,389.0,126.0,0.15,1071.0,724.0,0.15,0.18,0.78,0.0,0.0,67.0,67.0,0.0,0.0
"castagne, arrostite",1.4,70.0,0.0,1.2,0.0,0.0,7.8,0.83,0.95,0.45,0.0,641.0,0.0,0.0,0.0,0.0,479.0,0.0,0.85,0.1,0.01,0.0,0.79,0.41,0.02,0.55,0.02,42.4,0.0,0.0,265.0,29.0,118.0,15.0,0.0,156.0,8.3,107.0,0.0,0.0,191.0,0.0,0.0,2.4,33.0,0.0,1.18,1.34,82.0,195.0,3.7,10.7,186.0,2.0,103.0,132.0,0.5,26.0,0.57,29.0,0.01,0.0,31.1,10.7,0.0,2.4,0.0,3.7,0.9,592.0,146.0,219.0,88.0,208.0,103.0,41.0,0.51,219.0,247.0,0.24,0.18,0.5,0.0,0.0,210.0,193.0,0.0,41.8
ghiacciolo all'arancio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,36.5,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,137.0,0.0,36.5
"soia, bistecca",0.0,305.0,0.0,0.0,0.0,0.0,0.0,0.21,0.53,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.06,0.0,0.0,0.21,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,17.5,674.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,2.6,100.0,0.0,47.0,0.0,0.0,20.0,0.0,0.0,0.57,0.0,2.5,0.0,0.0,0.0,11.0,9.9,0.0,1.2,0.0,47.0,9.2,2384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.25,0.2,24.0,0.0,312.0,277.0,0.0,20.9
"marmellata (albic.,fichi,mele cot.,pesche, prugne)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,100.0,0.0,0.6,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,55.2,0.0,0.0,0.0,0.6,0.8,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,359.0,0.0,214.0,209.0,0.0,55.2
erbe aromatiche (foglie),0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.3,0.77,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.54,0.0,0.0,0.27,0.0,0.0,0.0,0.0,77.5,0.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,8.8,52.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,2.24,100.0,0.0,3.2,0.0,0.0,12.0,0.0,0.0,0.44,41.0,1.2,0.0,0.0,0.0,0.0,9.9,0.0,2.3,0.0,3.2,12.5,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.27,2.01,2075.0,0.0,88.0,71.0,0.0,9.9
"fette biscottate, dolci",0.0,26.0,0.0,0.0,0.0,0.0,0.0,1.52,2.48,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.14,0.0,0.0,1.48,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.5,109.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,4.1,100.0,0.0,10.5,0.0,0.0,206.0,0.0,0.0,0.1,0.0,2.0,0.0,0.0,0.0,69.8,11.8,0.0,6.2,0.0,10.5,2.5,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.22,0.23,0.0,0.0,411.0,404.0,0.0,81.6
pomodori da insalata,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,94.2,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.1,26.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.7,100.0,0.0,1.2,0.0,0.0,3.0,0.0,0.0,0.12,21.0,0.2,0.0,0.0,0.0,0.0,2.8,0.0,0.2,0.0,1.2,0.4,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,1.03,252.0,0.0,19.0,17.0,0.0,2.8
birra ns,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,95.9,3.7,0.0,9.0,5.0,3.0,20.0,0.0,6.0,0.0,19.0,0.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,0.01,0.7,100.0,30.0,0.3,0.0,5.0,7.0,15.0,5.0,0.06,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,39.0,5.0,6.0,1.0,9.0,5.0,3.0,0.0,7.0,11.0,0.0,0.04,0.0,0.0,0.0,27.0,27.0,0.0,0.0
"ovino, fegato",36.3,181.0,4.0,42.0,47.8,0.39,0.0,1.66,0.86,1.55,0.08,1847.0,0.01,0.12,0.09,0.0,2496.0,0.01,0.2,0.15,0.06,0.0,1.51,0.77,0.15,7.26,0.61,73.0,0.0,0.22,1199.0,8.0,215.0,106.0,300.0,1014.0,0.0,364.0,0.0,0.0,1190.0,2.0,0.0,5.5,19.0,0.0,0.28,13.1,100.0,0.0,19.5,0.0,1034.0,67.0,634.0,913.0,0.42,33.0,3.9,260.0,0.01,0.08,0.0,2.0,5.5,0.0,19.5,0.0,12.6,300.0,1043.0,1839.0,458.0,1260.0,523.0,302.0,8.7,1492.0,1248.0,0.4,3.28,0.6,72.0,0.0,135.0,135.0,14988.0,2.0
"pollo, fuso (coscia), con pelle, cotto al forno",3.0,11.0,7.0,16.0,1.0,0.2,0.0,2.43,2.22,2.53,0.52,3020.0,0.0,0.13,0.04,0.0,4452.0,0.0,1.09,0.06,0.1,0.02,2.0,1.57,0.33,1.21,0.84,58.7,0.0,0.37,2147.0,8.0,368.0,85.0,91.0,1267.0,0.0,180.0,0.0,0.0,1719.0,0.0,0.0,8.5,33.0,0.0,0.01,5.0,62.0,1351.0,31.2,0.0,1373.0,136.0,1051.0,1435.0,0.4,0.0,3.3,140.0,0.05,0.0,0.0,0.0,8.5,0.0,31.2,0.0,1.2,413.0,1541.0,2487.0,952.0,1675.0,1026.0,349.0,0.15,2799.0,1897.0,0.07,0.28,0.23,0.0,0.0,201.0,201.0,0.0,0.0
carrube,0.0,29.0,0.0,5.3,0.0,0.0,0.0,0.21,0.23,0.1,0.0,359.0,0.0,0.0,0.0,0.0,259.0,0.0,0.23,0.0,0.0,0.0,0.21,0.08,0.0,0.15,0.02,10.0,0.0,0.0,93.0,348.0,21.0,70.0,0.0,108.0,23.1,79.0,5.8,0.0,191.0,6.7,0.0,0.7,54.0,0.0,0.51,1.9,100.0,253.0,3.3,36.4,217.0,35.0,86.0,194.0,0.37,0.0,0.92,0.0,0.0,0.0,1.0,48.9,0.0,0.7,0.0,3.3,2.9,827.0,149.0,316.0,58.0,319.0,87.0,34.0,0.57,140.0,417.0,0.05,0.46,0.63,8.0,0.0,253.0,207.0,0.0,49.9
olio di palma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.92,12.58,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,9.28,3.3,1.0,0.0,38.45,41.21,0.37,0.0,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,99.9,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1,0.0,0.0,899.0,899.0,0.0,0.0
"pistacchi, tostati e salati",30.0,58.0,6.0,6.0,0.0,0.0,13.2,29.27,16.62,6.74,0.01,1629.0,0.05,0.0,0.0,0.01,3471.0,0.0,16.32,0.29,0.02,0.01,28.46,5.97,0.56,0.51,0.64,2.1,0.0,0.0,1882.0,110.0,308.0,810.0,0.0,946.0,6.1,420.0,0.0,0.0,848.0,0.0,0.0,55.4,130.0,0.0,0.9,1.7,100.0,721.0,17.9,5.7,1079.0,530.0,433.0,601.0,1.12,0.0,2.2,160.0,0.19,0.06,2.5,5.7,0.0,55.4,0.0,17.9,3.0,1040.0,796.0,1366.0,293.0,1078.0,438.0,243.0,0.83,1021.0,816.0,0.7,0.23,4.16,130.0,0.0,613.0,601.0,0.0,8.2
"bovino, vitellone, 15-18 mesi, tagli di carne magra, senza grasso visibile",1.0,28.0,11.0,5.6,2.0,0.5,0.0,0.78,0.49,0.79,0.07,2089.0,0.0,0.03,0.05,0.06,3662.0,0.0,0.23,0.04,0.05,0.05,0.58,0.41,0.06,0.68,0.28,75.1,0.0,0.07,1311.0,4.0,237.0,51.0,61.0,874.0,0.0,199.0,0.0,0.0,1120.0,0.0,0.0,2.4,17.0,0.0,0.01,5.12,100.0,911.0,21.6,0.0,876.0,43.0,752.0,882.0,0.53,0.0,3.76,206.0,0.0,0.0,0.0,0.0,2.4,0.0,21.6,0.0,1.6,334.0,931.0,1840.0,614.0,1037.0,817.0,233.0,0.05,1954.0,1333.0,0.11,0.19,0.14,0.0,0.0,108.0,108.0,0.0,0.0
latte di soia,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.33,0.83,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.1,0.0,0.0,0.32,0.0,0.0,0.0,0.0,89.7,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.1,100.0,0.0,2.9,0.0,0.0,32.0,0.0,0.0,0.07,0.0,0.2,0.0,0.0,0.0,0.0,0.8,0.0,1.9,0.0,2.9,0.4,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.27,0.74,0.0,0.0,32.0,32.0,0.0,0.8
"noci, fresche",2.0,66.0,9.0,6.0,0.0,0.0,2.7,8.08,34.45,4.72,0.0,1035.0,0.0,0.0,0.0,0.0,2056.0,0.0,28.83,5.63,0.47,0.0,7.95,3.07,0.14,0.9,0.89,19.2,0.0,0.0,1471.0,131.0,159.0,23.0,0.0,471.0,3.5,238.0,0.3,0.0,513.0,0.3,0.0,57.7,130.0,0.0,3.4,0.8,58.0,474.0,10.5,2.9,539.0,3.0,333.0,329.0,0.73,0.0,3.0,100.0,0.0,0.29,2.1,3.4,0.0,57.7,0.0,10.5,2.6,690.0,457.0,742.0,202.0,547.0,253.0,76.0,0.31,286.0,454.0,0.58,0.17,4.0,36.0,0.0,589.0,582.0,0.0,5.5
pere sciroppate,0.2,3.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,82.6,0.0,0.0,3.0,6.0,2.0,3.0,0.0,5.0,1.1,7.0,6.1,0.0,6.0,3.4,0.0,0.0,4.0,0.2,0.0,0.2,100.0,5.0,0.2,3.4,7.0,3.0,2.0,5.0,0.03,2.0,0.1,1.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.2,0.2,68.0,6.0,11.0,2.0,7.0,2.0,0.0,0.02,7.0,6.0,0.01,0.01,0.0,0.0,0.0,52.0,50.0,0.0,13.2
pate' di fegato,14.0,99.0,4.0,44.0,8.0,1.2,0.0,18.52,0.61,10.45,0.18,1207.0,0.0,0.0,0.0,0.0,1645.0,0.02,0.41,0.01,0.21,0.0,17.38,6.83,1.01,2.1,3.31,51.5,0.0,0.01,779.0,19.0,170.0,880.0,169.0,632.0,0.0,123.0,0.0,0.0,737.0,0.2,0.2,31.7,11.0,0.0,0.16,1.9,100.0,629.0,12.7,0.0,547.0,790.0,447.0,565.0,0.25,0.0,2.8,260.0,0.09,0.0,0.9,0.4,0.0,0.0,0.0,0.0,4.1,160.0,675.0,1146.0,301.0,801.0,338.0,179.0,0.46,961.0,737.0,0.1,1.17,0.35,130.0,0.0,341.0,341.0,7300.0,1.3
melu' o pesce molo,1.0,12.0,110.0,28.0,1.0,0.0,0.0,0.07,0.12,0.06,0.01,1904.0,0.0,0.08,0.03,0.0,2816.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.05,0.27,0.01,80.5,0.0,0.0,1174.0,31.0,209.0,76.0,52.0,901.0,0.0,218.0,0.0,0.0,832.0,0.0,0.0,0.3,21.0,0.0,0.01,1.7,65.0,698.0,17.4,0.0,888.0,72.0,698.0,921.0,0.18,2.0,2.5,200.0,0.0,0.0,0.0,0.0,0.3,0.0,17.4,0.0,1.0,356.0,835.0,1519.0,602.0,931.0,524.0,200.0,1.3,1817.0,1188.0,0.05,0.08,0.44,0.0,0.0,72.0,72.0,0.0,0.0
succo tropicale,0.0,9.0,0.0,0.1,0.0,0.0,0.1,0.01,0.03,0.01,0.0,45.0,0.0,0.0,0.0,0.0,29.0,0.0,0.02,0.01,0.0,0.0,0.01,0.01,0.0,0.05,0.0,88.0,0.0,0.0,7.0,7.0,5.0,0.0,0.0,8.0,0.1,6.0,2.8,0.0,9.0,2.3,0.0,0.1,6.0,0.0,0.41,0.27,100.0,6.0,0.2,6.3,13.0,14.0,7.0,7.0,0.04,46.0,0.06,0.0,0.0,0.0,0.0,11.5,0.0,0.1,0.0,0.2,0.3,61.0,7.0,9.0,4.0,9.0,4.0,2.0,0.05,10.0,12.0,0.03,0.02,0.01,1.0,0.0,45.0,45.0,0.0,11.5
