name,acidi grassi monoinsaturi totali | g,acidi grassi polinsaturi totali | g,acidi grassi saturi totali | g,"acidi grassi, trans | g","acidi grassi, trans-monoenoici | g","acidi grassi, trans-polienoico | g",acido arachico | g,acido arachidonico | g,acido aspartico | g,acido beenico | g,acido decosaesaenoico (dha) | g,acido eicosapentaenoico (epa) | g,acido eicosenoico | g,acido erucico | g,acido fitico | g,acido folico (vit. b9 o m o folacina) | g,acido glutamico | g,acido glutammico | g,acido laurico | g,acido linoleico | g,acido linolenico | g,acido miristico | g,acido miristoleico | g,acido oleico | g,acido palmitico | g,acido palmitoleico | g,acido pantotenico | g,acido stearico | g,acqua | g,alanina | g,alcol | %,alcol | g,alpha-tocoferolo (vit. e) | g,altri acidi grassi polinsaturi | g,amido | g,arginina | g,beta-sistosterolo | g,betaina | g,biotina | g,c0:0 | g,c0:1 | g,"c0:2 n-6 c,c | g",c0:3 n-3 | g,c0:3 n-6 | g,c0:3 not further defined | g,c0:4 not further defined | g,c0:5 n-3 | g,c12:0 | g,c14:0 | g,c14:1 | g,c16:0 | g,c16:1 | g,c18:0 | g,c18:1 | g,c18:2 | g,c18:3 | g,c1:5 | g,c20:0 | g,c20:1 | g,c20:4 | g,c20:5 | g,c22:0 | g,c22:1 | g,c22:6 | g,c2:0 | g,c2:1 c | g,c2:1 not further defined | g,c2:1 t | g,c2:4 | g,c2:5 n-3 | g,c2:6 n-3 | g,c3:0 | g,c4:0 | g,c4:0÷c10:0 | g,c4:1 c | g,c4:1 | g,c5:0 | g,c5:1 | g,c6:0 | g,c6:1 c | g,c6:1 not further defined | g,c6:1 t | g,c7:0 | g,c7:1 | g,c8:0 | g,c8:1 c | g,c8:1 not further defined | g,c8:1 t | g,c8:2 clas | g,c8:2 i | g,"c8:2 n-6 c,c | g",c8:2 not further defined | g,c8:2 t not further defined | g,"c8:2 t,t | g","c8:3 n-3 c,c,c | g","c8:3 n-6 c,c,c | g",c8:3 not further defined | g,c8:3i | g,c8:4 | g,calcio | g,"calorie, ricalcolata con fibra | kcal","calorie, ricalcolata | kcal",campesterolo | g,carboidrati disponibili | g,carboidrati | %,"carotene, alfa | g",ceneri | g,cistina | g,cloro | g,colecalcifenolo (vit. d) | g,colesterolo | g,colina totale (vit. j) | g,"criptoxantina, beta | g",destrosio | g,fenilalanina | g,ferro | g,fibra insolubile | g,fibra solubile | g,fibra totale | g,fibre | g,fitosteroli | g,fluoro | g,folati totali | g,folato alimentare | g,fosforo | g,fruttosio | g,galattosio | g,glicina | g,glucosio | g,grassi | g,idrossiprolina | g,indice chimico | g,iodio | g,isoleucina | g,istidina | g,lattosio (mse) | g,leucina | g,licopene | g,lipidi animali | g,lipidi totali | g,lipidi vegetali | g,lipidi | %,lisina | g,luteina + zeaxantina | g,magnesio | g,maltosio (mse) | g,manganese | g,metionina | g,monoinsaturi totali | %,niacina | g,parte edibile | %,polinsaturi totali | %,potassio | g,prolina | g,proteine animali | g,proteine totali | g,proteine vegetali | g,proteine | %,rame | g,rapporto polinsaturi/saturi | g,retinolo equivalente | g,riboflavina | g,saccarosio (mse) | g,saturi totali | %,selenio | g,serina | g,sodio | g,"somma degli acidi butirrico, caproico, caprilico e caprico | g",stigmasterolo | g,tiamina | g,tirosina | g,tocoferolo beta | g,tocoferolo delta | g,tocoferolo gamma | g,treonina | g,triptofano | g,valina | g,vitamina a retinolo eq. | g,"vitamina b-12, aggiunta | g",vitamina b12 | g,vitamina b6 | g,vitamina c | g,vitamina d | g,vitamina d2 | g,vitamina d3 | g,"vitamina e, aggiunta | g",vitamina k | g,zinco | g,zolfo | g,zuccheri solubili | g,zuccheri | g,ß-carotene equivalente | g
"coriandolo, foglie",0.275,0.04,0.013999999999999999,,,,,,,,,,,,,0.0,,,,,,,,,,,0.00057,,92.21,,,,0.0025,,,,0.002,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.002,,,,0.0,,0.273,,,,,0.04,,,,,0.0,,0.0,0.067,,22.71,0.0,3.67,,3.6e-05,1.47,,,0.0,0.0,0.0128,0.000202,,,0.00177,,,,2.8,0.005,,6.2e-05,6.2e-05,0.048,,,,,0.52,,,,,,,,0.0,,,,,,0.000865,0.026000000000000002,,0.000426,,,0.0011140000000000002,,,0.521,,,2.13,,,0.000225,,0.0,0.000162,,,9.000000000000002e-07,,0.046,,0.003,6.7e-05,,,,,,,,0.0020244,0.0,0.0,0.000149,0.027000000000000003,0.0,,,0.0,0.00031,0.0005,,,0.87,0.0039299999999999995
lingua di maiale,8.13,1.78,5.96,,,,,,1.515,,,,,,,0.0,2.052,,,,,,,,,,0.000641,,65.9,0.861,,,0.00029,,,1.0070000000000001,,,,0.02,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.09,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.64,,,,0.0,,7.3,,,,,1.7,,,,,0.08,,0.0,0.016,,224.9,,0.0,,0.0,0.9,0.235,,,0.101,,0.0,,0.675,0.00335,,,,0.0,0.0,,4e-06,4e-06,0.193,,,1.205,,17.2,,,,0.743,0.409,,1.307,0.0,,,,,1.3330000000000002,0.0,0.018000000000000002,,1.1e-05,0.365,,0.0053,,,0.243,0.861,,16.3,,,7.000000000000001e-05,,0.0,0.00048499999999999997,,,1.04e-05,0.6779999999999999,0.11,,,0.00049,0.496,,,,0.6890000000000001,0.188,0.848,0.0,0.0,2.84e-06,0.00024,0.0044,,,,0.0,,0.00301,,,0.0,0.0
kraft kraft legeresse - vaso da 250 ml,,,2.9000000953674303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,,5.900000095367429,,,,,,,,,,,,,,,,0.0,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.699999988079071,,,,,,,,,,,0.7000000000000001,,,,,,,,,,,,,,,,,,,,,,,,1.60000002384186,
"succo di mandarini, zuccherato",0.018000000000000002,0.025,0.013000000000000001,,,,,,0.053,,,,,,,0.0,0.024,,,,,,,,,,0.000125,,87.0,0.011,,,0.00015,,,0.034,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.003,,,,0.0,,0.015,,,,,0.02,,,,,0.005,,0.0,0.018000000000000002,,49.95,,12.0,,1.4e-05,0.3,0.004,,0.0,0.0,0.006,0.000214,,0.006,0.0002,,,,0.2,,,5e-06,5e-06,0.014,,,0.006999999999999999,,0.2,,,,0.005,0.002,,0.01,0.0,,,,,0.006999999999999999,0.000166,0.008,,3.700000000000001e-05,0.002,,0.0001,,,0.17800000000000002,0.031,,0.5,,,2.5e-05,,0.0,2e-05,,,1e-07,0.009000000000000003,0.001,,,6e-05,0.003,,,,0.006,0.001,0.008,7.589999999999997e-05,0.0,0.0,3.2e-05,0.022,0.0,,,0.0,0.0,3e-05,,,11.8,3.8e-05
crema di asparagi,0.75,1.46,0.82,,,,,,0.13699999999999998,,,,,,,0.0,0.466,,,,,,,,,,0.00011,,84.05,0.07400000000000001,,,0.00049,,,0.068,,,,0.04,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.03,,0.0,,,0.0,0.0,,0.04,,,,,,0.03,,0.04,,,,0.02,,0.69,,,,,1.42,,,,,0.04,,0.0,0.023,,69.07,,8.52,,0.0,2.35,0.024,,0.0,0.004,0.013000000000000001,0.0,,0.076,0.00064,,,,0.4,,,1.9e-05,1.9e-05,0.031,,,0.054000000000000006,,3.26,,,,0.077,0.039,,0.13,1.3e-05,,,,,0.08900000000000001,0.000326,0.003,,0.0003,0.033,,0.00062,,,0.138,0.16399999999999998,,1.82,,,0.0001,,5e-06,6.2e-05,,,1.9e-06,0.084,0.6609999999999999,,,4.3e-05,0.06,,,,0.062,0.023,0.091,0.00013230000000000002,0.0,4e-08,1e-05,0.0022,0.0,,,0.0,2.2e-05,0.0007,,,0.72,0.000256
aceto distillato,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,94.78,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.0,,,,0.0,,0.0,,,,,0.0,,,,,0.0,,0.0,0.006,,18.16,,0.04,,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3e-05,,,,0.0,,,0.0,0.0,0.004,,,,,0.0,,,,,,,,0.0,,,,,,0.0,0.001,,5.5e-05,,,0.0,,,0.002,,,0.0,,,6e-06,,0.0,0.0,,,5e-07,,0.002,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1e-05,,,0.04,0.0
foglie di broccoli,0.024,0.16699999999999998,0.054000000000000006,,,,,,0.213,,,,,,,0.0,0.375,,,,,,,,,,0.000535,,90.69,0.11800000000000001,,,,,,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,,,,,0.038,,,,,0.129,,,0.048,,27.96,,5.24,,,0.92,0.02,,0.0,0.0,,,,0.084,0.00088,,,,,,,7.099999999999999e-05,7.099999999999999e-05,0.066,,,0.095,,0.35,,,,0.109,0.05,,0.131,,,,,,0.141,,0.025,,0.000229,0.034,,0.000638,,,0.325,0.114,,2.98,,,4.5e-05,,0.0,0.000119,,,3e-06,0.1,0.027000000000000003,,,6.500000000000001e-05,0.063,,,,0.091,0.029,0.128,0.0048,,0.0,0.00015900000000000002,0.0932,0.0,,,,,0.0004,,,,
nestle - motta vaschette gusti unici - fondente extra luisa,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.0,,31.5,,,,,,,,,,,,,,,,2.79999995231628,,,,,,,,,,7.099999904632571,,,,,,,,,,,,,,,,,,,,,,,,,,3.70000004768372,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,29.7999992370605,
zuppa di formaggio,2.31,0.23,5.19,,,,,,0.29600000000000004,,,,,,,0.0,1.3,,,,,,,,,,7.000000000000001e-05,,77.15,0.13699999999999998,,,0.0005600000000000001,,,0.126,,,,0.15,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.13,,0.0,,,0.0,0.0,,0.26,,,,,,0.13,,0.25,,,,0.07,,1.94,,,,,0.14,,,,,0.09,,0.0,0.111,,120.94,,8.19,,0.0,2.29,0.035,,0.0,0.023,0.0133,0.0,,0.217,0.00058,,,,0.8,,,3e-06,3e-06,0.106,,,0.091,,8.15,,,,0.251,0.114,,0.399,0.0,,,,,0.29600000000000004,1e-06,0.003,,0.0002,0.091,,0.00031,,,0.12,0.445,,4.22,,,0.0001,,6.9e-05,0.000105,,,3.6000000000000007e-06,0.194,0.6930000000000001,,,1.3000000000000001e-05,0.194,,,,0.14800000000000002,0.056,0.29600000000000004,8.909999999999997e-05,0.0,0.0,2e-05,0.0,0.0,,,0.0,4.7e-06,0.0005,,,0.6,3.9e-05
galbani - santa lucia ricotta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,146.0,,3.79999995231628,,,,,,,,,,,,,,,,,,,,,0.225,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"foglie di barbabietola, lesse e salate",0.038,0.07,0.031,,,,,,0.152,,,,,,,0.0,0.312,,,,,,,,,,0.00032900000000000003,,89.13,0.095,,,0.0018100000000000002,,,0.073,,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038,,,,,0.065,,,,,0.006,,,0.114,,27.01,,5.46,,4e-06,2.64,0.024,,0.0,0.0,0.0425,0.0,,0.068,0.0019,,,,2.9,,,1.4e-05,1.4e-05,0.041,,,0.094,,0.2,,,,0.053,0.039,,0.115,0.0,,,,,0.075,0.001819,0.068,,0.0005139999999999999,0.021,,0.000499,,,0.909,0.061,,2.57,,,0.00025100000000000003,,0.0,0.00028900000000000003,,,9.000000000000002e-07,0.08199999999999999,0.47700000000000004,,,0.000117,0.061,,,,0.076,0.04,0.076,0.0022961999999999995,,0.0,0.000132,0.0249,0.0,,,,0.000484,0.0005,,,0.6,0.0045899999999999995
granarolo linea granarolo - panna fresca granarolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.0,,3.0999999046325697,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.09999990463257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"cereali con mela e arancia, con aggiunta di proteine, per l'infanzia",1.2309999999999999,3.429,0.96,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5.3,,,,,,,,,,,0.0,0.003,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.001,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.019,,,,0.0,,1.207,,,,,3.022,,,,,0.40299999999999997,,0.0,0.7509999999999999,,374.04,,57.6,,,5.2,,,,0.0,,,,,0.0475,,,,7.1,,,0.00018999999999999998,0.00018999999999999998,0.539,,,,,6.5,,,,,,,,,,,,,,,0.159,,,,,0.02383,,,1.33,,,25.4,,,0.000964,,0.0,0.0043300000000000005,,,2.8300000000000014e-05,,0.10400000000000001,,,0.00379,,,,,,,,1.6199999999999994e-05,,3e-07,0.000351,0.0031000000000000003,,,,,,0.0027,,,,
galbani - vallelata ricottine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,165.0,,4.0,,,,,,,,,,,,,,,,,,,,,0.2,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knorr vellutata di zucca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barilla - mulino bianco panbauletto bianco grano tenero,,,1.89999997615814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0,,47.2000007629395,,,,,,,,,,,,,,,,4.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.80000019073486,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,6.5,
tequila sunrise,,,0.013000000000000001,,,,,,,,,,,,,0.0,,,,,,,,,,,8.800000000000001e-05,,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,0.021,,,,,,,,0.0,,109.94,,11.3,,,0.1,,,,0.0,,,,,2e-05,,,,0.0,,,1.1e-05,1.1e-05,0.01,,,,,0.1,,,,,,,,,,,,,,,0.006999999999999999,,1.3999999999999995e-05,,,0.00019,,,0.01,,,0.3,,,4.2e-05,,0.0,1.6e-05,,,0.0,,0.057,,,3.8e-05,,,,,,,,2.9100000000000013e-05,,0.0,5e-05,0.0193,,,,,,0.0006,,,,
stomaco di maiale,3.59,0.892,4.025,0.13,,,,,,,,,,,,0.0,,,,,,,,,,,0.00122,,73.5,,,,4e-05,,,,,,,0.0,0.068,0.037000000000000005,,,0.0,0.11,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.20199999999999999,,0.025,,0.0,,3.32,,,,,0.7240000000000001,,,0.021,0.0,0.021,,0.0,0.011,,158.94,,0.0,,0.0,0.63,,,0.0,0.223,0.19480000000000008,0.0,,,0.00101,,,,0.0,,,3e-06,3e-06,0.13,,,,,10.14,,,,,,,,0.0,,,,,,0.0,0.011,,3.8e-05,,,0.00248,,,0.14,,,16.85,,,0.000169,,0.0,0.000201,,,3.11e-05,,0.075,,,5.1e-05,,0.0,0.0,0.0,,,,0.0,0.0,3e-07,3.400000000000001e-05,0.0,0.0,,0.0,0.0,0.0,0.00185,,,0.0,0.0
loacker sticks lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0,,54.2000007629395,,,,,,,,,,,,,,,,,,,,,,,,,,31.2999992370605,,,,,,,,,,,,,,,,,,,,,,,,,,5.400000095367429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"lombo di maiale, senza osso, arrosto",3.517,0.9990000000000001,2.839,0.079,0.051,0.027999999999999997,,,2.587,,,,,,,0.0,4.223,,,,,,,,,,0.000674,,63.76,1.5530000000000002,,,0.00011,,,1.76,,0.0028,,0.004,0.055,0.032,,,0.002,0.055999999999999994,0.0,,,,,,,,,,,,,,,,,,0.002,,0.0,,,0.0,0.0,,0.0,,,0.001,0.002,0.0,0.0,,0.191,,0.023,0.006,0.0,3.2119999999999997,3.263,0.051,,,0.843,0.871,,0.027999999999999997,0.036000000000000004,0.001,0.037000000000000005,,0.0,0.006999999999999999,,192.4,,0.0,,0.0,0.98,0.305,,5e-07,0.08,0.0755,0.0,,1.112,0.00064,,,,0.0,,,0.0,0.0,0.223,,,1.192,,8.82,0.068,,,1.3019999999999998,1.1420000000000001,,2.253,0.0,,,,,2.4530000000000003,0.0,0.025,,6.999999999999997e-06,0.728,,0.007104000000000002,,,0.34900000000000003,1.069,,26.45,,,7.7e-05,,1e-06,0.000232,,,3.4899999999999995e-05,1.1440000000000001,0.046,,,0.0005470000000000001,1.0070000000000001,0.0,0.0,0.0,1.188,0.278,1.382,1.2e-06,0.0,5.8e-07,0.0006920000000000001,0.0,5e-07,,5e-07,0.0,0.0,0.0021100000000000003,,,0.0,0.0
filetto di maiale cotto,1.334,0.506,1.198,0.033,0.021,0.012,,,2.56,,,,,,,0.0,4.1770000000000005,,,,,,,,,,0.001012,,69.45,1.536,,,8e-05,,,1.741,,0.0043,,0.0,0.02,0.013000000000000001,,,0.0,0.057,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.08,,0.011000000000000001,0.0,0.0,1.213,1.234,0.021,,,0.41100000000000003,0.423,,0.012,0.013000000000000001,0.0,0.013000000000000001,,0.0,0.006,,143.4,,0.0,,0.0,1.21,0.302,,2.5e-07,0.073,0.0889,0.0,,1.1,0.00115,,,,0.0,,,0.0,0.0,0.267,,,1.179,,3.51,0.067,,,1.288,1.13,,2.229,0.0,,,,,2.427,0.0,0.029,,1.3000000000000001e-05,0.721,,0.0074319999999999985,,,0.421,1.058,,26.17,,,0.000111,,0.0,0.00038700000000000003,,,3.82e-05,1.131,0.057,,,0.00095,0.996,0.0,0.0,1e-05,1.175,0.275,1.367,0.0,0.0,5.699999999999999e-07,0.0007390000000000001,0.0,2e-07,,2e-07,0.0,0.0,0.00242,,,0.0,0.0
"fesa di vitello, cotta",1.73,0.35,1.84,,,,,,2.39,,,,,,,0.0,4.381,,,,,,,,,,0.00099,,66.1,1.6469999999999998,,,0.00049,,,1.629,,0.0142,,0.0,0.0,,,,,0.06,0.0,,,,,,,,,,,,,,,,,,0.01,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.19,,,,0.0,,1.49,,,,,0.26,,,,,0.03,,0.0,0.006,,159.9,,0.0,,0.0,1.49,0.313,,0.0,0.10300000000000001,0.1082,0.0,,1.118,0.00091,,,,0.0,,,1.6e-05,1.6e-05,0.234,,,1.423,,4.65,,,,1.364,1.005,,2.205,0.0,,,,,2.282,0.0,0.028,,3e-05,0.6459999999999999,,0.00993,,,0.389,1.156,,27.7,,,0.00012900000000000002,,0.0,0.00032,,,1.12e-05,1.038,0.068,,,6e-05,0.883,,,,1.21,0.28,1.531,0.0,0.0,1.1699999999999998e-06,0.00031,0.0,0.0,,0.0,0.0,5.5e-06,0.00304,,,0.0,0.0
"patatine fritte, burger king",,,,,,,,,0.7340000000000001,,,,,,,,0.547,,,,,,,,,,0.00039000000000000016,,36.66,0.112,,,0.0007599999999999999,,38.1,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009000000000000001,,331.02,,40.08,,,2.36,0.012,,,,,,0.32,0.158,0.0012900000000000001,,,,2.9,,,,,0.14300000000000002,0.0,0.2,0.10300000000000001,,17.4,0.0,,,0.11800000000000001,0.07,0.0,0.185,,,,,,0.2880000000000001,,0.03,0.0,0.000242,0.065,,0.0023420000000000003,,,0.473,0.145,,3.5,,,0.000145,,,3e-05,0.17,,1.2e-06,0.11900000000000001,0.455,,,0.00017300000000000006,0.105,4e-05,0.0026100000000000003,0.004,0.12,0.03,0.17800000000000002,,,,0.000175,0.0007,,,,,1.11e-05,0.0011,,,0.69,
valsoia cotolettine ai funghi surgelate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,,16.0,,,,,,,,,,,,,,,,2.5,,,,,,,,,,12.1999998092651,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
colussi misura crackers sei cereali,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0,,56.7000007629395,,,,,,,,,,,,,,,,9.60000038146973,,,,,,,,,,14.3000001907349,,,,,,,,,,,,,,,,,,,,,,,,,,13.6999998092651,,,,,,,,,,,0.7000000000000001,,,,,,,,,,,,,,,,,,,,,,,,2.09999990463257,
loacker gardena hazelnut 200 grammi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.0,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barilla - mulino bianco merende - nastrine,,,15.6999998092651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.0,,46.5999984741211,,,,,,,,,,,,,,,,2.0,,,,,,,,,,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,20.0,
pomodori arancioni,0.027999999999999997,0.076,0.025,,,,,,0.161,,,,,,,0.0,0.42700000000000016,,,,,,,,,,0.00018600000000000005,,94.78,0.033,,,,,,0.029,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,,,,0.0,,0.001,,,,0.0,,0.027999999999999997,,,,,0.073,,,,,0.003,,0.0,0.005,,16.01,,3.18,,,0.69,0.015,,0.0,0.0,,,,0.03,0.00047,,,,0.9,0.004,,2.9e-05,2.9e-05,0.029,,,0.029,,0.19,,,,0.027000000000000003,0.018000000000000006,,0.042,,,,,,0.042,,0.008,,8.800000000000001e-05,0.01,,0.000593,,,0.212,0.022,,1.16,,,6.2e-05,,0.0,3.400000000000001e-05,,,4e-07,0.031,0.042,,,4.6e-05,0.02,,,,0.029,0.008,0.03,0.0004488000000000001,,0.0,6e-05,0.016,0.0,,,,,0.00014,,,,
nestle - buitoni pensierini buitoni conchiglie piselli e prosciutto cotto,,,2.2999999523162797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,,42.9000015258789,,,,,,,,,,,,,,,,2.5999999046325697,,,,,,,,,,9.39999961853027,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,0.0029000000953674303,,,,,5.3000001907348615,
nestle la cremeria - caffè vaniglia,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,,27.100000381469695,,,,,,,,,,,,,,,,3.0,,,,,,,,,,6.800000190734861,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,24.7999992370605,
nestle orzoro - solubile con caffè,,,0.119999997317791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.0,,77.3000030517578,,,,,,,,,,,,,,,,5.5,,,,,,,,,,0.200000002980232,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,2.5,
valsoia soyadrink frigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,3.5,,,,,,,,,,,,,,,,0.200000002980232,,,,,,,,,,1.89999997615814,,,,,,,,,,,,,,,,,,,,,,,,,,3.4000000953674303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"anguilla, cotta",9.218,1.214,3.023,,,,,,2.4210000000000003,,,,,,,0.0,3.53,,,,,,,,,,0.00028000000000000003,,59.31,1.43,,,,,,1.415,,,,0.0,3.846,,,,,0.122,0.10800000000000001,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.095,0.081,,0.0,,,,,,0.0,,1.609,,,,0.0,,3.554,,,,,0.251,,,,,0.5539999999999999,,0.0,0.026000000000000002,,235.9,,0.0,,,1.8,0.253,,,0.161,,,,0.923,0.00064,,,,0.0,,,1.7e-05,1.7e-05,0.277,,,1.135,,14.95,,,,1.09,0.6960000000000001,,1.922,,,,,,2.1710000000000003,,0.026000000000000002,,4e-05,0.7000000000000001,,0.0044870000000000005,,,0.34900000000000003,0.836,,23.65,,,2.9e-05,,0.001137,5.1e-05,,,8.3e-06,0.965,0.065,,,0.000183,0.7979999999999999,,,,1.037,0.265,1.218,0.0011361,,2.89e-06,7.7e-05,0.0018000000000000004,,,,,,0.0020800000000000003,,,,
